target_pkg,object_name,index,foreign_pkg,foreign_object,foreign_src_file,foreign_src_line_start,foreign_src_line_end,call_text
ggplot2,zeroGrob,93,ggplot2,build_strip,R/labeller.r,486,566,zeroGrob()
ggplot2,zeroGrob,93,ggplot2,draw_key_blank,R/legend-draw.r,92,94,zeroGrob()
ggplot2,zeroGrob,93,ggplot2,build_guides,R/guides-.r,98,136,zeroGrob()
ggplot2,zeroGrob,93,ggplot2,build_guides,R/guides-.r,98,136,zeroGrob()
ggplot2,geom_spoke,99,ggplot2,stat_spoke,R/geom-spoke.r,47,50,geom_spoke(...)
ggplot2,position_dodge2,117,ggplot2,geom_boxplot,R/geom-boxplot.r,105,154,"position_dodge2(preserve = ""single"")"
ggplot2,label_value,121,ggplot2,label_parsed,R/labeller.r,154,168,"label_value(labels, multi_line = multi_line)"
ggplot2,label_value,121,ggplot2,label_bquote,R/labeller.r,197,231,label_value(labels)
ggplot2,label_value,121,ggplot2,label_context,R/labeller.r,143,149,"label_value(labels, multi_line)"
ggplot2,label_value,121,ggplot2,label_wrap_gen,R/labeller.r,236,245,"label_value(labels, multi_line = multi_line)"
ggplot2,label_value,121,ggplot2,label_both,R/labeller.r,121,138,"label_value(labels, multi_line = multi_line)"
ggplot2,scale_alpha_ordinal,123,ggplot2,scale_alpha_discrete,R/scale-alpha.r,31,34,scale_alpha_ordinal(...)
ggplot2,guide_train,141,ggplot2,guides_train,R/guides-.r,163,201,"guide_train(guide, scale, output)"
ggplot2,discrete_scale,142,ggplot2,scale_colour_viridis_d,R/scale-viridis.r,53,61,"discrete_scale(aesthetics, ""viridis_d"", viridis_pal(alpha, begin, 
    end, direction, option), ...)"
ggplot2,discrete_scale,142,ggplot2,scale_colour_hue,R/scale-hue.r,53,57,"discrete_scale(aesthetics, ""hue"", hue_pal(h, c, l, h.start, direction), 
    na.value = na.value, ...)"
ggplot2,discrete_scale,142,ggplot2,scale_fill_hue,R/scale-hue.r,61,65,"discrete_scale(aesthetics, ""hue"", hue_pal(h, c, l, h.start, direction), 
    na.value = na.value, ...)"
ggplot2,discrete_scale,142,ggplot2,scale_alpha_ordinal,R/scale-alpha.r,38,45,"discrete_scale(""alpha"", ""alpha_d"", function(n) seq(range[1], 
    range[2], length.out = n), ...)"
ggplot2,discrete_scale,142,ggplot2,scale_color_hue,R/scale-hue.r,53,57,"discrete_scale(aesthetics, ""hue"", hue_pal(h, c, l, h.start, direction), 
    na.value = na.value, ...)"
ggplot2,discrete_scale,142,ggplot2,scale_fill_viridis_d,R/scale-viridis.r,65,73,"discrete_scale(aesthetics, ""viridis_d"", viridis_pal(alpha, begin, 
    end, direction, option), ...)"
ggplot2,discrete_scale,142,ggplot2,scale_linetype_identity,R/scale-identity.r,91,96,"discrete_scale(""linetype"", ""identity"", identity_pal(), ..., guide = guide, 
    super = ScaleDiscreteIdentity)"
ggplot2,discrete_scale,142,ggplot2,scale_color_discrete,R/scale-hue.r,53,57,"discrete_scale(aesthetics, ""hue"", hue_pal(h, c, l, h.start, direction), 
    na.value = na.value, ...)"
ggplot2,discrete_scale,142,ggplot2,scale_colour_identity,R/scale-identity.r,64,69,"discrete_scale(aesthetics, ""identity"", identity_pal(), ..., guide = guide, 
    super = ScaleDiscreteIdentity)"
ggplot2,discrete_scale,142,ggplot2,scale_color_brewer,R/scale-brewer.r,68,70,"discrete_scale(aesthetics, ""brewer"", brewer_pal(type, palette, 
    direction), ...)"
ggplot2,discrete_scale,142,ggplot2,scale_fill_grey,R/scale-grey.r,35,38,"discrete_scale(aesthetics, ""grey"", grey_pal(start, end), na.value = na.value, 
    ...)"
ggplot2,discrete_scale,142,ggplot2,scale_shape_discrete,R/scale-shape.r,37,39,"discrete_scale(""shape"", ""shape_d"", shape_pal(solid), ...)"
ggplot2,discrete_scale,142,ggplot2,scale_fill_discrete,R/scale-hue.r,61,65,"discrete_scale(aesthetics, ""hue"", hue_pal(h, c, l, h.start, direction), 
    na.value = na.value, ...)"
ggplot2,discrete_scale,142,ggplot2,scale_colour_brewer,R/scale-brewer.r,68,70,"discrete_scale(aesthetics, ""brewer"", brewer_pal(type, palette, 
    direction), ...)"
ggplot2,discrete_scale,142,ggplot2,scale_fill_ordinal,R/scale-viridis.r,65,73,"discrete_scale(aesthetics, ""viridis_d"", viridis_pal(alpha, begin, 
    end, direction, option), ...)"
ggplot2,discrete_scale,142,ggplot2,manual_scale,R/scale-manual.r,104,121,"discrete_scale(aesthetic, ""manual"", pal, ...)"
ggplot2,discrete_scale,142,ggplot2,scale_colour_grey,R/scale-grey.r,28,31,"discrete_scale(aesthetics, ""grey"", grey_pal(start, end), na.value = na.value, 
    ...)"
ggplot2,discrete_scale,142,ggplot2,scale_shape,R/scale-shape.r,37,39,"discrete_scale(""shape"", ""shape_d"", shape_pal(solid), ...)"
ggplot2,discrete_scale,142,ggplot2,scale_fill_brewer,R/scale-brewer.r,74,76,"discrete_scale(aesthetics, ""brewer"", brewer_pal(type, palette, 
    direction), ...)"
ggplot2,discrete_scale,142,ggplot2,scale_discrete_identity,R/scale-identity.r,118,123,"discrete_scale(aesthetics, ""identity"", identity_pal(), ..., guide = guide, 
    super = ScaleDiscreteIdentity)"
ggplot2,discrete_scale,142,ggplot2,scale_color_viridis_d,R/scale-viridis.r,53,61,"discrete_scale(aesthetics, ""viridis_d"", viridis_pal(alpha, begin, 
    end, direction, option), ...)"
ggplot2,discrete_scale,142,ggplot2,scale_colour_discrete,R/scale-hue.r,53,57,"discrete_scale(aesthetics, ""hue"", hue_pal(h, c, l, h.start, direction), 
    na.value = na.value, ...)"
ggplot2,discrete_scale,142,ggplot2,scale_color_grey,R/scale-grey.r,28,31,"discrete_scale(aesthetics, ""grey"", grey_pal(start, end), na.value = na.value, 
    ...)"
ggplot2,discrete_scale,142,ggplot2,scale_y_discrete,R/scale-discrete-.r,62,68,"discrete_scale(c(""y"", ""ymin"", ""ymax"", ""yend""), ""position_d"", 
    identity, ..., expand = expand, guide = ""none"", position = position, 
    super = ScaleDiscretePosition)"
ggplot2,discrete_scale,142,ggplot2,scale_colour_ordinal,R/scale-viridis.r,53,61,"discrete_scale(aesthetics, ""viridis_d"", viridis_pal(alpha, begin, 
    end, direction, option), ...)"
ggplot2,discrete_scale,142,ggplot2,scale_linetype_discrete,R/scale-linetype.r,31,34,"discrete_scale(""linetype"", ""linetype_d"", linetype_pal(), na.value = na.value, 
    ...)"
ggplot2,discrete_scale,142,ggplot2,scale_fill_identity,R/scale-identity.r,73,78,"discrete_scale(aesthetics, ""identity"", identity_pal(), ..., guide = guide, 
    super = ScaleDiscreteIdentity)"
ggplot2,discrete_scale,142,ggplot2,scale_size_ordinal,R/scale-size.r,70,82,"discrete_scale(""size"", ""size_d"", function(n) {
    area <- seq(range[1]^2, range[2]^2, length.out = n)
    sqrt(area)
}, ...)"
ggplot2,discrete_scale,142,ggplot2,scale_color_identity,R/scale-identity.r,64,69,"discrete_scale(aesthetics, ""identity"", identity_pal(), ..., guide = guide, 
    super = ScaleDiscreteIdentity)"
ggplot2,discrete_scale,142,ggplot2,scale_x_discrete,R/scale-discrete-.r,53,59,"discrete_scale(c(""x"", ""xmin"", ""xmax"", ""xend""), ""position_d"", 
    identity, ..., expand = expand, guide = ""none"", position = position, 
    super = ScaleDiscretePosition)"
ggplot2,discrete_scale,142,ggplot2,scale_linetype,R/scale-linetype.r,31,34,"discrete_scale(""linetype"", ""linetype_d"", linetype_pal(), na.value = na.value, 
    ...)"
ggplot2,is.ggproto,153,ggplot2,ggproto,R/ggproto.r,57,91,is.ggproto(super)
ggplot2,is.ggproto,153,ggplot2,%+%,R/plot-construction.r,40,58,is.ggproto(e1)
ggplot2,is.ggproto,153,ggplot2,+.gg,R/plot-construction.r,40,58,is.ggproto(e1)
ggplot2,is.ggproto,153,ggplot2,object_summaries,R/ggproto.r,284,306,is.ggproto(obj)
ggplot2,element_blank,162,ggplot2,theme_classic,R/theme-defaults.r,419,446,element_blank()
ggplot2,element_blank,162,ggplot2,theme_classic,R/theme-defaults.r,419,446,element_blank()
ggplot2,element_blank,162,ggplot2,theme_classic,R/theme-defaults.r,419,446,element_blank()
ggplot2,element_blank,162,ggplot2,theme_classic,R/theme-defaults.r,419,446,element_blank()
ggplot2,element_blank,162,ggplot2,theme_void,R/theme-defaults.r,450,507,element_blank()
ggplot2,element_blank,162,ggplot2,theme_void,R/theme-defaults.r,450,507,element_blank()
ggplot2,element_blank,162,ggplot2,theme_void,R/theme-defaults.r,450,507,element_blank()
ggplot2,element_blank,162,ggplot2,theme_void,R/theme-defaults.r,450,507,element_blank()
ggplot2,element_blank,162,ggplot2,theme_minimal,R/theme-defaults.r,394,415,element_blank()
ggplot2,element_blank,162,ggplot2,theme_minimal,R/theme-defaults.r,394,415,element_blank()
ggplot2,element_blank,162,ggplot2,theme_minimal,R/theme-defaults.r,394,415,element_blank()
ggplot2,element_blank,162,ggplot2,theme_minimal,R/theme-defaults.r,394,415,element_blank()
ggplot2,element_blank,162,ggplot2,theme_minimal,R/theme-defaults.r,394,415,element_blank()
ggplot2,element_blank,162,ggplot2,theme_minimal,R/theme-defaults.r,394,415,element_blank()
ggplot2,element_blank,162,ggplot2,theme_minimal,R/theme-defaults.r,394,415,element_blank()
ggplot2,element_blank,162,ggplot2,guides_build,R/guides-.r,238,298,element_blank()
ggplot2,element_blank,162,ggplot2,theme_test,R/theme-defaults.r,512,636,element_blank()
ggplot2,element_blank,162,ggplot2,theme_test,R/theme-defaults.r,512,636,element_blank()
ggplot2,element_blank,162,ggplot2,theme_test,R/theme-defaults.r,512,636,element_blank()
ggplot2,element_blank,162,ggplot2,theme_test,R/theme-defaults.r,512,636,element_blank()
ggplot2,element_blank,162,ggplot2,theme_grey,R/theme-defaults.r,98,235,element_blank()
ggplot2,element_blank,162,ggplot2,theme_grey,R/theme-defaults.r,98,235,element_blank()
ggplot2,element_blank,162,ggplot2,theme_grey,R/theme-defaults.r,98,235,element_blank()
ggplot2,element_blank,162,ggplot2,theme_gray,R/theme-defaults.r,98,235,element_blank()
ggplot2,element_blank,162,ggplot2,theme_gray,R/theme-defaults.r,98,235,element_blank()
ggplot2,element_blank,162,ggplot2,theme_gray,R/theme-defaults.r,98,235,element_blank()
ggplot2,scale_type,165,ggplot2,find_scale,R/scale-type.R,1,23,scale_type(x)
ggplot2,continuous_scale,172,ggplot2,scale_alpha_identity,R/scale-identity.r,100,105,"continuous_scale(""alpha"", ""identity"", identity_pal(), ..., guide = guide, 
    super = ScaleContinuousIdentity)"
ggplot2,continuous_scale,172,ggplot2,scale_colour_viridis_c,R/scale-viridis.r,77,93,"continuous_scale(aesthetics, ""viridis_c"", gradient_n_pal(viridis_pal(alpha, 
    begin, end, direction, option)(6), values, space), na.value = na.value, 
    guide = guide, ...)"
ggplot2,continuous_scale,172,ggplot2,scale_color_gradient,R/scale-gradient.r,57,61,"continuous_scale(aesthetics, ""gradient"", seq_gradient_pal(low, 
    high, space), na.value = na.value, guide = guide, ...)"
ggplot2,continuous_scale,172,ggplot2,scale_color_gradient2,R/scale-gradient.r,76,82,"continuous_scale(aesthetics, ""gradient2"", div_gradient_pal(low, 
    mid, high, space), na.value = na.value, guide = guide, ..., 
    rescaler = mid_rescaler(mid = midpoint))"
ggplot2,continuous_scale,172,ggplot2,scale_fill_viridis_c,R/scale-viridis.r,97,113,"continuous_scale(aesthetics, ""viridis_c"", gradient_n_pal(viridis_pal(alpha, 
    begin, end, direction, option)(6), values, space), na.value = na.value, 
    guide = guide, ...)"
ggplot2,continuous_scale,172,ggplot2,scale_size_continuous,R/scale-size.r,37,43,"continuous_scale(""size"", ""area"", area_pal(range), name = name, 
    breaks = breaks, labels = labels, limits = limits, trans = trans, 
    guide = guide)"
ggplot2,continuous_scale,172,ggplot2,scale_colour_distiller,R/scale-brewer.r,80,90,"continuous_scale(aesthetics, ""distiller"", gradient_n_pal(brewer_pal(type, 
    palette, direction)(7), values, space), na.value = na.value, 
    guide = guide, ...)"
ggplot2,continuous_scale,172,ggplot2,scale_colour_gradient2,R/scale-gradient.r,76,82,"continuous_scale(aesthetics, ""gradient2"", div_gradient_pal(low, 
    mid, high, space), na.value = na.value, guide = guide, ..., 
    rescaler = mid_rescaler(mid = midpoint))"
ggplot2,continuous_scale,172,ggplot2,scale_y_continuous,R/scale-continuous.r,96,110,"continuous_scale(c(""y"", ""ymin"", ""ymax"", ""yend"", ""yintercept"", 
    ""ymin_final"", ""ymax_final"", ""lower"", ""middle"", ""upper"", ""y0""), 
    ""position_c"", identity, name = name, breaks = breaks, minor_breaks = minor_breaks, 
    labels = labels, limits = limits, expand = expand, oob = oob, 
    na.value = na.value, trans = trans, guide = ""none"", position = position, 
    super = ScaleContinuousPosition)"
ggplot2,continuous_scale,172,ggplot2,scale_colour_gradient,R/scale-gradient.r,57,61,"continuous_scale(aesthetics, ""gradient"", seq_gradient_pal(low, 
    high, space), na.value = na.value, guide = guide, ...)"
ggplot2,continuous_scale,172,ggplot2,scale_fill_gradientn,R/scale-gradient.r,113,119,"continuous_scale(aesthetics, ""gradientn"", gradient_n_pal(colours, 
    values, space), na.value = na.value, guide = guide, ...)"
ggplot2,continuous_scale,172,ggplot2,scale_continuous_identity,R/scale-identity.r,127,132,"continuous_scale(aesthetics, ""identity"", identity_pal(), ..., 
    guide = guide, super = ScaleContinuousIdentity)"
ggplot2,continuous_scale,172,ggplot2,scale_fill_distiller,R/scale-brewer.r,94,101,"continuous_scale(aesthetics, ""distiller"", gradient_n_pal(brewer_pal(type, 
    palette, direction)(7), values, space), na.value = na.value, 
    guide = guide, ...)"
ggplot2,continuous_scale,172,ggplot2,scale_x_continuous,R/scale-continuous.r,77,92,"continuous_scale(c(""x"", ""xmin"", ""xmax"", ""xend"", ""xintercept"", 
    ""xmin_final"", ""xmax_final"", ""xlower"", ""xmiddle"", ""xupper"", 
    ""x0""), ""position_c"", identity, name = name, breaks = breaks, 
    minor_breaks = minor_breaks, labels = labels, limits = limits, 
    expand = expand, oob = oob, na.value = na.value, trans = trans, 
    guide = ""none"", position = position, super = ScaleContinuousPosition)"
ggplot2,continuous_scale,172,ggplot2,scale_fill_gradient2,R/scale-gradient.r,86,92,"continuous_scale(aesthetics, ""gradient2"", div_gradient_pal(low, 
    mid, high, space), na.value = na.value, guide = guide, ..., 
    rescaler = mid_rescaler(mid = midpoint))"
ggplot2,continuous_scale,172,ggplot2,scale_colour_gradientn,R/scale-gradient.r,104,110,"continuous_scale(aesthetics, ""gradientn"", gradient_n_pal(colours, 
    values, space), na.value = na.value, guide = guide, ...)"
ggplot2,continuous_scale,172,ggplot2,scale_color_gradientn,R/scale-gradient.r,104,110,"continuous_scale(aesthetics, ""gradientn"", gradient_n_pal(colours, 
    values, space), na.value = na.value, guide = guide, ...)"
ggplot2,continuous_scale,172,ggplot2,scale_alpha_continuous,R/scale-alpha.r,21,23,"continuous_scale(""alpha"", ""alpha_c"", rescale_pal(range), ...)"
ggplot2,continuous_scale,172,ggplot2,scale_size_area,R/scale-size.r,88,92,"continuous_scale(""size"", ""area"", palette = abs_area(max_size), 
    rescaler = rescale_max, ...)"
ggplot2,continuous_scale,172,ggplot2,scale_color_distiller,R/scale-brewer.r,80,90,"continuous_scale(aesthetics, ""distiller"", gradient_n_pal(brewer_pal(type, 
    palette, direction)(7), values, space), na.value = na.value, 
    guide = guide, ...)"
ggplot2,continuous_scale,172,ggplot2,scale_alpha,R/scale-alpha.r,21,23,"continuous_scale(""alpha"", ""alpha_c"", rescale_pal(range), ...)"
ggplot2,continuous_scale,172,ggplot2,scale_color_viridis_c,R/scale-viridis.r,77,93,"continuous_scale(aesthetics, ""viridis_c"", gradient_n_pal(viridis_pal(alpha, 
    begin, end, direction, option)(6), values, space), na.value = na.value, 
    guide = guide, ...)"
ggplot2,continuous_scale,172,ggplot2,scale_size_identity,R/scale-identity.r,109,114,"continuous_scale(""size"", ""identity"", identity_pal(), ..., guide = guide, 
    super = ScaleContinuousIdentity)"
ggplot2,continuous_scale,172,ggplot2,scale_fill_gradient,R/scale-gradient.r,65,69,"continuous_scale(aesthetics, ""gradient"", seq_gradient_pal(low, 
    high, space), na.value = na.value, guide = guide, ...)"
ggplot2,continuous_scale,172,ggplot2,scale_radius,R/scale-size.r,47,53,"continuous_scale(""size"", ""radius"", rescale_pal(range), name = name, 
    breaks = breaks, labels = labels, limits = limits, trans = trans, 
    guide = guide)"
ggplot2,continuous_scale,172,ggplot2,scale_size,R/scale-size.r,37,43,"continuous_scale(""size"", ""area"", area_pal(range), name = name, 
    breaks = breaks, labels = labels, limits = limits, trans = trans, 
    guide = guide)"
ggplot2,continuous_scale,172,ggplot2,datetime_scale,R/scale-date.r,259,315,"continuous_scale(aesthetics, name, palette = palette, breaks = breaks, 
    minor_breaks = minor_breaks, labels = labels, guide = guide, 
    trans = trans, ..., super = scale_class)"
ggplot2,continuous_scale,172,ggplot2,scale_shape_identity,R/scale-identity.r,82,87,"continuous_scale(""shape"", ""identity"", identity_pal(), ..., guide = guide, 
    super = ScaleContinuousIdentity)"
ggplot2,element_grob,174,ggplot2,guide_gengrob.legend,R/guide-legend.r,301,717,"element_grob(title.theme, label = guide$title, hjust = title.hjust, 
    vjust = title.vjust, margin_x = TRUE, margin_y = TRUE)"
ggplot2,element_grob,174,ggplot2,guide_gengrob.legend,R/guide-legend.r,301,717,"element_grob(element = label.theme, label = label, hjust = hjust, 
    vjust = vjust, margin_x = TRUE, margin_y = TRUE)"
ggplot2,element_grob,174,ggplot2,guide_gengrob.colorbar,R/guide-colorbar.r,262,546,"element_grob(title.theme, label = guide$title, hjust = title.hjust, 
    vjust = title.vjust, margin_x = TRUE, margin_y = TRUE)"
ggplot2,element_grob,174,ggplot2,guide_gengrob.colorbar,R/guide-colorbar.r,262,546,"element_grob(element = label.theme, label = label, x = x, y = y, 
    hjust = hjust, vjust = vjust, margin_x = margin_x, margin_y = margin_y)"
ggplot2,element_grob,174,ggplot2,element_render,R/theme-elements.r,144,155,"element_grob(el, ...)"
ggplot2,element_grob,174,ggplot2,guides_build,R/guides-.r,238,298,element_grob(theme$legend.box.background %||% element_blank())
ggplot2,scale_fill_viridis_c,191,ggplot2,scale_fill_continuous,R/scale-colour.r,38,46,scale_fill_viridis_c(...)
ggplot2,sec_axis,206,ggplot2,dup_axis,R/axis-secondary.R,97,99,"sec_axis(trans, name, breaks, labels)"
ggplot2,sec_axis,206,ggplot2,set_sec_axis,R/axis-secondary.R,105,112,sec_axis(sec.axis)
ggplot2,ggproto,222,ggplot2,facet_wrap,R/facet-wrap.r,83,128,"ggproto(NULL, FacetWrap, shrink = shrink, params = list(facets = facets, 
    free = free, as.table = as.table, strip.position = strip.position, 
    drop = drop, ncol = ncol, nrow = nrow, labeller = labeller, 
    dir = dir))"
ggplot2,ggproto,222,ggplot2,scales_list,R/scales-.r,5,7,"ggproto(NULL, ScalesList)"
ggplot2,ggproto,222,ggplot2,coord_fixed,R/coord-fixed.r,25,32,"ggproto(NULL, CoordFixed, limits = list(x = xlim, y = ylim), 
    ratio = ratio, expand = expand, clip = clip)"
ggplot2,ggproto,222,ggplot2,position_dodge2,R/position-dodge2.r,7,15,"ggproto(NULL, PositionDodge2, width = width, preserve = match.arg(preserve), 
    padding = padding, reverse = reverse)"
ggplot2,ggproto,222,ggplot2,discrete_scale,R/scale-.r,634,670,"ggproto(NULL, super, call = match.call(), aesthetics = aesthetics, 
    scale_name = scale_name, palette = palette, range = discrete_range(), 
    limits = limits, na.value = na.value, na.translate = na.translate, 
    expand = expand, name = name, breaks = breaks, labels = labels, 
    drop = drop, guide = guide, position = position)"
ggplot2,ggproto,222,ggplot2,continuous_scale,R/scale-.r,562,606,"ggproto(NULL, super, call = match.call(), aesthetics = aesthetics, 
    scale_name = scale_name, palette = palette, range = continuous_range(), 
    limits = limits, trans = trans, na.value = na.value, expand = expand, 
    rescaler = rescaler, oob = oob, name = name, breaks = breaks, 
    minor_breaks = minor_breaks, labels = labels, guide = guide, 
    position = position)"
ggplot2,ggproto,222,ggplot2,position_stack,R/position-stack.r,128,130,"ggproto(NULL, PositionStack, vjust = vjust, reverse = reverse)"
ggplot2,ggproto,222,ggplot2,continuous_range,R/range.r,27,29,"ggproto(NULL, RangeContinuous)"
ggplot2,ggproto,222,ggplot2,sec_axis,R/axis-secondary.R,82,93,"ggproto(NULL, AxisSecondary, trans = trans, name = name, breaks = breaks, 
    labels = labels)"
ggplot2,ggproto,222,ggplot2,coord_polar,R/coord-polar.r,60,71,"ggproto(NULL, CoordPolar, theta = theta, r = r, start = start, 
    direction = sign(direction), clip = clip)"
ggplot2,ggproto,222,ggplot2,set_draw_key,R/layer.r,428,438,"ggproto("""", geom, draw_key = draw_key)"
ggplot2,ggproto,222,ggplot2,facet_null,R/facet-null.r,13,17,"ggproto(NULL, FacetNull, shrink = shrink)"
ggplot2,ggproto,222,ggplot2,coord_cartesian,R/coord-cartesian-.r,62,70,"ggproto(NULL, CoordCartesian, limits = list(x = xlim, y = ylim), 
    expand = expand, default = default, clip = clip)"
ggplot2,ggproto,222,ggplot2,layer,R/layer.r,65,160,"ggproto(""LayerInstance"", layer_class, geom = geom, geom_params = geom_params, 
    stat = stat, stat_params = stat_params, data = data, mapping = mapping, 
    aes_params = aes_params, position = position, inherit.aes = inherit.aes, 
    show.legend = show.legend)"
ggplot2,ggproto,222,ggplot2,coord_quickmap,R/coord-quickmap.R,4,10,"ggproto(NULL, CoordQuickmap, limits = list(x = xlim, y = ylim), 
    expand = expand, clip = clip)"
ggplot2,ggproto,222,ggplot2,position_nudge,R/position-nudge.R,29,34,"ggproto(NULL, PositionNudge, x = x, y = y)"
ggplot2,ggproto,222,ggplot2,position_fill,R/position-stack.r,134,136,"ggproto(NULL, PositionFill, vjust = vjust, reverse = reverse)"
ggplot2,ggproto,222,ggplot2,coord_map,R/coord-map.r,139,153,"ggproto(NULL, CoordMap, projection = projection, orientation = orientation, 
    limits = list(x = xlim, y = ylim), params = params, clip = clip)"
ggplot2,ggproto,222,ggplot2,coord_sf,R/coord-sf.R,415,463,"ggproto(NULL, CoordSf, limits = list(x = xlim, y = ylim), datum = datum, 
    crs = crs, label_axes = label_axes, label_graticule = label_graticule, 
    ndiscr = ndiscr, expand = expand, default = default, clip = clip)"
ggplot2,ggproto,222,ggplot2,discrete_range,R/range.r,31,33,"ggproto(NULL, RangeDiscrete)"
ggplot2,ggproto,222,ggplot2,coord_flip,R/coord-flip.r,28,34,"ggproto(NULL, CoordFlip, limits = list(x = xlim, y = ylim), expand = expand, 
    clip = clip)"
ggplot2,ggproto,222,ggplot2,create_layout,R/layout.R,9,11,"ggproto(NULL, Layout, facet = facet, coord = coord)"
ggplot2,ggproto,222,ggplot2,position_jitter,R/position-jitter.r,48,58,"ggproto(NULL, PositionJitter, width = width, height = height, 
    seed = seed)"
ggplot2,ggproto,222,ggplot2,position_dodge,R/position-dodge.r,76,81,"ggproto(NULL, PositionDodge, width = width, preserve = match.arg(preserve))"
ggplot2,ggproto,222,ggplot2,facet_grid,R/facet-grid-.r,116,158,"ggproto(NULL, FacetGrid, shrink = shrink, params = list(rows = facets_list$rows, 
    cols = facets_list$cols, margins = margins, free = free, 
    space_free = space_free, labeller = labeller, as.table = as.table, 
    switch = switch, drop = drop))"
ggplot2,ggproto,222,ggplot2,position_jitterdodge,R/position-jitterdodge.R,20,32,"ggproto(NULL, PositionJitterdodge, jitter.width = jitter.width, 
    jitter.height = jitter.height, dodge.width = dodge.width, 
    seed = seed)"
ggplot2,ggproto,222,ggplot2,coord_equal,R/coord-fixed.r,25,32,"ggproto(NULL, CoordFixed, limits = list(x = xlim, y = ylim), 
    ratio = ratio, expand = expand, clip = clip)"
